比赛id,上半场是否有进球,主队上半场得分,客队上半场得分,是否推荐场次,主队近期比赛数,主队近期总得分,主队近期总失分,主队近期上半场总得分,主队近期上半场总失分,主队30天内比赛数,主队30天内总得分,主队30天内总失分,主队30天内上半场总得分,主队30天内上半场总失分,客队近期比赛数,客队近期总得分,客队近期总失分,客队近期上半场总得分,客队近期上半场总失分,客队30天内比赛数,客队30天内总得分,客队30天内总失分,客队30天内上半场总得分,客队30天内上半场总失分
9980,1,0,1,1,1,0,1,0,0,0,0,0,0,0,3,4,2,2,2,1,2,2,1,2
9984,1,2,0,1,1,5,1,3,1,0,0,0,0,0,7,5,10,2,5,1,0,4,0,2
9985,1,2,1,1,4,5,8,3,2,1,0,3,0,0,1,1,5,1,3,0,0,0,0,0
9986,1,1,1,1,1,0,6,0,4,0,0,0,0,0,1,4,1,3,0,0,0,0,0,0
9987,1,0,1,1,2,1,2,1,1,0,0,0,0,0,2,7,1,4,1,0,0,0,0,0
9988,0,0,0,1,4,4,2,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
9989,1,1,0,1,3,2,5,1,2,0,0,0,0,0,1,1,4,0,3,0,0,0,0,0
9990,1,1,0,1,4,3,7,2,4,1,0,3,0,2,6,6,2,3,1,0,0,0,0,0
9996,0,0,0,1,3,2,3,0,3,0,0,0,0,0,7,7,5,6,0,3,3,1,3,0
9997,0,0,0,1,5,8,2,5,0,3,5,0,2,0,6,12,11,6,4,3,6,4,2,2
10000,0,0,0,1,4,6,5,2,1,1,2,1,1,0,2,6,4,3,3,1,3,2,2,2
10001,1,0,1,1,4,5,4,1,1,3,5,3,1,0,4,6,4,1,2,2,3,1,1,0
10003,1,0,1,1,4,5,3,3,1,2,1,3,1,1,3,5,2,3,1,1,2,0,1,0
10005,1,0,2,1,4,10,7,3,5,1,3,2,2,1,3,7,1,5,1,1,5,0,4,0
10006,1,1,0,1,6,11,9,5,5,2,2,4,2,3,3,0,5,0,3,2,0,4,0,2
10007,1,1,2,1,4,2,5,1,1,1,0,2,0,1,5,5,3,3,1,3,2,3,1,1
10008,1,0,1,1,6,8,8,6,4,2,2,2,1,1,5,4,8,2,2,2,2,4,2,2
10010,1,0,2,1,5,3,5,3,4,2,1,2,1,2,5,6,3,3,2,1,1,1,1,0
10013,1,1,0,1,6,7,5,3,3,3,3,2,2,0,2,0,4,0,2,1,0,2,0,0
10014,1,3,0,1,4,7,3,3,1,2,6,1,2,1,2,1,4,0,3,1,1,3,0,3
10017,0,0,0,0,7,13,3,8,1,5,8,2,5,0,7,15,8,7,2,5,13,6,6,1
10018,1,2,1,1,7,8,5,3,2,4,5,2,2,2,3,6,3,3,2,2,4,3,1,2
10019,0,0,0,1,7,7,9,4,2,3,2,4,1,1,5,5,9,3,0,3,3,5,2,0
10020,1,1,0,1,10,17,10,7,6,4,4,3,2,2,5,10,3,1,2,2,3,1,1,0
10021,1,0,2,1,5,5,12,3,5,2,1,5,0,2,6,1,7,1,3,2,0,1,0,1
10022,1,0,1,1,6,6,8,3,1,2,4,1,2,0,7,11,6,7,3,3,5,3,2,1
10023,1,1,0,1,4,5,6,3,6,1,0,0,0,0,3,3,6,2,5,2,3,1,2,1
10024,1,0,2,1,6,7,11,3,6,3,2,6,2,4,5,13,6,5,3,2,5,1,2,1
10026,0,0,0,1,4,4,8,2,3,1,1,1,1,0,6,10,8,4,7,3,4,4,2,3
10028,0,0,0,1,6,9,8,2,4,3,3,2,1,1,5,6,7,2,2,3,4,5,2,1
10029,0,0,0,1,7,14,8,8,4,2,4,2,3,2,3,2,3,0,1,1,1,0,0,0
10034,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0
10037,0,0,0,1,2,5,1,3,1,1,3,0,3,0,2,3,3,2,0,2,3,3,2,0
10041,1,0,1,1,3,6,4,5,0,2,5,2,4,0,3,4,4,1,0,3,4,4,1,0
10042,0,0,0,1,2,2,1,0,0,1,0,1,0,0,3,6,3,3,0,3,6,3,3,0
10045,1,1,0,1,4,4,5,2,2,4,4,5,2,2,6,9,9,5,2,5,9,8,5,2
10046,0,0,0,1,6,12,7,5,2,3,7,4,1,1,5,7,11,4,5,3,4,8,4,5
10047,1,0,1,1,3,7,1,3,1,1,1,0,0,0,7,12,4,8,1,4,6,2,3,0
10048,0,0,0,1,2,4,0,2,0,2,4,0,2,0,2,1,6,0,3,1,1,2,0,1
10049,0,0,0,1,3,4,2,3,1,1,0,0,0,0,7,9,3,3,1,4,7,2,2,1
10050,1,1,0,1,5,6,8,1,5,2,0,5,0,3,6,6,10,2,4,3,1,7,1,2
10053,1,1,0,1,3,0,5,0,2,2,0,2,0,0,2,4,2,2,0,1,2,2,1,0
10057,0,0,0,1,2,3,6,1,4,0,0,0,0,0,1,2,1,1,0,1,2,1,1,0
10058,1,0,1,1,5,1,8,1,4,2,0,3,0,2,1,1,1,0,0,1,1,1,0,0
10063,1,5,1,1,1,1,1,1,1,1,1,1,1,1,4,6,6,4,4,1,1,0,1,0
10077,0,0,0,1,2,3,5,1,3,1,0,5,0,3,3,4,5,3,3,2,1,5,1,3
10082,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0
10085,1,0,2,1,4,7,6,3,2,2,2,2,2,1,1,5,0,1,0,1,5,0,1,0
10086,1,1,1,1,1,2,3,0,1,1,2,3,0,1,1,0,0,0,0,1,0,0,0,0
10087,0,0,0,1,2,1,0,0,0,1,0,0,0,0,1,3,2,1,0,1,3,2,1,0
10088,0,0,0,1,2,1,6,0,1,1,0,5,0,1,4,2,4,0,3,2,1,3,0,3
10101,0,0,0,1,1,3,2,1,1,1,3,2,1,1,3,6,3,3,1,3,6,3,3,1
10109,0,0,0,1,1,2,0,1,0,1,2,0,1,0,3,8,6,5,4,3,8,6,5,4
10115,1,1,2,0,6,13,7,5,4,3,9,2,2,0,8,17,18,8,6,3,3,6,0,3
10116,1,0,2,1,5,8,6,2,2,2,6,3,2,1,7,17,12,7,4,2,9,2,5,0
10117,1,1,1,1,9,10,19,5,10,2,1,3,0,2,6,9,12,5,6,3,6,7,3,4
10118,1,1,0,1,4,6,6,3,2,2,5,4,2,1,4,6,7,1,4,1,0,3,0,0
10119,0,0,0,1,7,7,8,3,4,3,2,1,1,1,6,3,11,1,4,2,0,3,0,1
10120,1,0,2,1,4,3,3,1,2,1,0,2,0,2,11,23,12,8,5,5,10,7,5,2
10122,1,2,0,1,4,13,3,4,1,2,5,0,1,0,4,3,4,2,3,2,1,3,1,2
10123,1,2,0,1,8,6,10,5,3,4,6,2,5,0,7,9,3,4,2,3,0,3,0,2
10124,1,1,1,1,7,7,5,5,2,3,3,0,3,0,8,17,8,4,4,2,5,3,0,2
10126,1,1,2,1,4,1,3,0,1,1,1,2,0,1,5,7,7,3,3,3,3,2,2,0
10127,0,0,0,1,5,4,7,0,2,2,3,1,0,0,6,4,9,3,5,2,1,1,0,0
10129,0,0,0,0,5,9,5,6,4,3,5,3,3,2,2,4,2,2,2,1,1,0,0,0
10130,0,0,0,1,6,4,9,3,3,2,1,4,0,1,4,6,3,2,2,2,3,1,0,1
10131,1,1,1,1,3,2,1,0,0,1,0,0,0,0,6,6,10,3,5,3,3,5,1,3
10132,1,0,1,1,3,3,5,2,1,1,1,3,1,0,3,2,5,2,2,2,2,4,2,2
10133,0,0,0,1,3,4,3,2,3,1,3,2,1,2,4,9,2,2,2,3,5,2,1,2
10135,1,1,0,1,3,3,2,1,1,2,2,2,1,1,4,4,5,2,2,3,4,4,2,1
10153,1,1,0,1,2,1,3,0,1,0,0,0,0,0,2,4,5,0,2,1,2,2,0,0
10158,0,0,0,0,7,11,14,6,8,4,9,5,4,2,6,5,11,4,6,2,0,5,0,3
10159,1,0,1,1,5,9,10,4,4,1,1,4,0,2,6,12,3,4,1,4,8,2,3,1
10170,0,0,0,1,9,9,15,3,9,5,7,7,2,3,10,25,14,13,4,5,13,4,9,1
10173,1,1,0,1,10,15,11,6,7,4,6,6,1,4,8,10,7,5,4,6,6,6,2,4
10184,1,2,2,1,1,0,1,0,1,1,0,1,0,1,3,11,5,4,2,2,6,5,3,2
10185,1,1,2,1,2,1,5,1,2,1,0,3,0,2,2,1,1,0,1,0,0,0,0,0
10186,1,0,2,1,2,1,4,0,2,1,1,2,0,1,3,4,2,0,2,1,1,0,0,0
10187,1,1,0,1,4,2,6,2,5,2,0,2,0,1,3,7,3,3,1,2,6,2,3,1
10190,1,0,1,1,3,5,4,3,1,1,1,3,0,1,1,3,1,2,0,0,0,0,0,0
10191,0,0,0,1,2,4,4,1,3,1,3,2,1,1,3,4,5,2,3,1,2,1,1,1
10193,1,0,2,1,5,8,8,4,3,3,5,6,3,2,3,6,1,3,0,2,6,1,3,0
10195,1,1,0,1,8,7,17,3,10,4,5,10,2,7,9,5,17,3,4,4,2,5,2,0
10196,0,0,0,1,9,10,11,2,4,5,5,5,1,3,9,6,7,3,4,4,2,3,0,2
10197,1,0,1,1,12,12,16,3,8,6,4,11,0,7,13,21,10,11,7,6,10,4,4,3
10200,0,0,0,1,1,1,2,0,1,1,1,2,0,1,4,8,4,3,3,0,0,0,0,0
10210,1,0,1,1,9,21,8,8,2,4,12,2,6,0,8,20,4,9,2,4,13,0,9,0
10212,1,0,2,1,1,0,0,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,0
10217,1,0,1,1,11,18,8,6,5,6,6,7,1,4,10,25,12,13,3,4,10,4,4,1
10222,1,1,0,1,2,6,0,3,0,2,6,0,3,0,3,5,5,2,3,2,4,1,2,0
10223,0,0,0,1,1,0,2,0,1,1,0,2,0,1,1,2,0,0,0,0,0,0,0,0
10225,1,0,1,1,4,7,4,3,3,2,5,2,2,1,2,1,2,1,1,1,1,1,1,1
10226,1,0,2,1,1,1,1,0,1,1,1,1,0,1,4,13,8,5,2,2,5,5,3,0
10230,0,0,0,1,5,8,3,2,1,3,5,3,1,1,5,7,6,4,1,2,3,3,2,0
10231,1,0,2,1,5,8,6,3,4,3,6,4,3,2,4,3,5,0,2,2,2,4,0,1
10232,1,0,1,1,6,10,13,5,5,3,8,7,4,3,10,7,22,4,14,3,3,4,1,3
10240,0,0,0,1,4,2,2,1,1,2,0,1,0,0,4,0,2,0,2,2,0,1,0,1
10242,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
10243,0,0,0,1,13,17,12,10,4,4,8,4,4,3,5,4,7,2,4,1,1,0,0,0
10244,0,0,0,1,10,20,9,9,3,3,4,3,2,2,6,3,8,3,2,2,1,3,1,1
10247,0,0,0,1,11,17,9,6,4,5,4,3,4,1,6,6,14,1,7,3,4,4,1,2
10248,1,0,1,1,7,15,12,8,5,3,9,4,4,0,5,9,6,2,3,3,6,3,1,1
10250,1,2,0,1,6,7,7,4,5,4,6,5,3,4,8,11,15,3,11,3,2,5,0,4
10251,1,0,2,1,6,7,8,1,3,4,4,4,0,2,7,6,8,4,5,5,3,7,3,4
10255,1,1,0,1,2,2,3,0,2,1,1,2,0,1,4,3,5,1,3,2,2,1,1,1
10256,1,1,2,1,1,1,3,1,1,0,0,0,0,0,2,6,3,2,1,1,5,2,2,1
10257,0,0,0,1,2,4,3,4,2,2,4,3,4,2,2,3,2,0,2,2,3,2,0,2
10259,1,0,1,1,5,10,11,4,5,3,6,6,4,3,6,11,4,6,2,4,8,2,4,1
10265,0,0,0,1,2,3,2,3,2,2,3,2,3,2,2,2,2,1,1,2,2,2,1,1
10266,1,0,1,1,1,3,0,1,0,1,3,0,1,0,10,10,16,6,8,3,3,5,2,2
10267,0,0,0,1,3,2,6,0,3,1,1,2,0,1,2,3,2,2,1,1,2,2,2,1
10268,1,1,1,1,6,14,8,6,1,4,10,5,4,0,7,16,15,5,9,4,8,6,2,3
10269,1,0,1,1,7,19,7,6,2,5,11,5,4,1,7,24,7,13,3,4,12,6,8,3
10270,1,0,1,1,6,5,8,4,5,2,3,2,3,1,5,7,6,1,5,1,2,1,1,1
10272,0,0,0,1,3,7,2,4,1,2,3,1,0,0,3,5,2,4,2,2,2,1,2,1
10274,1,1,2,1,6,12,7,5,2,2,4,4,2,1,7,7,7,6,3,3,2,3,2,1
10275,1,2,3,1,4,5,8,2,4,2,2,6,1,3,3,9,3,3,2,1,3,0,0,0
10276,0,0,0,1,2,5,3,3,1,1,3,0,1,0,3,4,2,2,1,0,0,0,0,0
10277,1,2,0,1,4,8,2,5,0,3,8,1,5,0,3,6,2,2,1,1,2,1,1,0
10278,1,0,1,1,1,1,0,1,0,1,1,0,1,0,5,12,2,5,2,2,5,0,1,0
10283,1,1,0,1,2,2,0,1,0,2,2,0,1,0,2,3,1,1,1,2,3,1,1,1
10284,1,0,1,1,2,0,3,0,1,2,0,3,0,1,1,1,2,1,2,1,1,2,1,2
10289,0,0,0,1,1,0,2,0,1,1,0,2,0,1,1,1,0,0,0,1,1,0,0,0
10290,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,2,1,2,1,1,2,1,2,1
10292,1,0,1,1,3,3,4,2,3,2,3,2,2,1,1,3,3,0,1,1,3,3,0,1
10300,0,0,0,1,3,5,0,4,0,2,3,0,3,0,2,3,3,1,2,1,0,3,0,2
10301,0,0,0,1,1,2,6,0,4,1,2,6,0,4,1,3,2,1,0,0,0,0,0,0
10306,0,0,0,1,5,7,8,5,2,3,1,6,0,2,4,7,2,3,1,2,3,1,2,1
10310,0,0,0,1,2,4,1,2,1,1,0,0,0,0,1,0,3,0,3,1,0,3,0,3
10314,1,1,0,1,2,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
10316,1,1,2,1,2,4,3,3,1,0,0,0,0,0,7,7,11,3,2,2,3,3,1,1
10318,1,0,3,1,2,4,6,2,4,2,4,6,2,4,1,2,0,0,0,1,2,0,0,0
10321,1,1,1,1,2,3,1,2,1,0,0,0,0,0,2,2,1,1,0,1,2,1,1,0
10323,1,0,1,1,2,0,4,0,2,2,0,4,0,2,2,3,6,0,1,1,1,1,0,0
10325,1,1,0,1,4,5,5,2,2,1,0,1,0,0,3,4,7,2,4,1,1,1,1,1
10326,1,1,0,1,6,9,11,5,6,3,4,6,2,4,7,6,8,4,1,3,4,4,3,1
10329,0,0,0,1,4,3,5,1,1,2,2,2,1,0,1,2,2,1,1,1,2,2,1,1
10330,1,1,0,1,7,8,19,1,4,2,2,6,0,1,6,11,14,7,4,1,3,4,2,1
10331,0,0,0,1,5,11,9,7,6,1,2,1,1,0,3,4,9,3,5,0,0,0,0,0
10334,1,2,0,1,5,8,6,3,5,1,1,3,0,2,1,2,2,0,2,0,0,0,0,0
10340,1,2,2,1,6,10,12,1,5,3,6,5,0,2,6,4,7,3,4,3,2,4,1,2
10341,0,0,0,1,5,5,8,1,3,3,2,4,1,1,7,6,9,3,1,3,5,6,2,1
10342,1,2,2,1,11,33,13,18,8,4,11,0,5,0,13,25,16,12,4,5,14,5,6,0
10345,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1
10347,1,2,0,1,5,5,7,3,2,2,3,4,1,0,4,2,7,1,2,1,0,1,0,0
10349,0,0,0,1,1,1,3,0,1,1,1,3,0,1,2,4,3,1,2,1,3,2,1,1
10350,1,0,1,1,2,1,0,0,0,2,1,0,0,0,4,5,2,3,2,3,5,2,3,2
10354,1,0,1,1,2,4,3,3,2,0,0,0,0,0,2,4,4,2,3,0,0,0,0,0
10355,0,0,0,1,1,2,0,2,0,1,2,0,2,0,2,2,2,0,1,1,2,0,0,0
10356,1,1,1,1,3,3,6,2,5,1,2,0,1,0,1,2,2,1,2,1,2,2,1,2
10359,0,0,0,1,1,2,0,2,0,1,2,0,2,0,7,5,10,2,5,0,0,0,0,0
10360,0,0,0,1,2,2,0,1,0,0,0,0,0,0,3,6,2,3,0,0,0,0,0,0
10362,1,7,0,1,3,7,1,3,1,1,2,0,1,0,1,0,2,0,1,0,0,0,0,0
10366,1,1,0,1,3,4,5,2,3,2,3,4,2,3,3,1,4,1,1,2,1,3,1,1
10367,0,0,0,1,6,9,3,3,2,4,7,3,3,2,2,4,1,3,1,2,4,1,3,1
10376,1,2,0,1,3,3,4,2,4,2,2,4,1,4,3,3,9,0,4,1,1,1,0,1
10390,1,1,0,1,2,2,1,1,0,0,0,0,0,0,2,5,2,2,0,1,2,1,1,0
10394,0,0,0,1,5,5,2,4,1,2,2,1,1,0,5,4,5,3,2,3,4,2,3,0
10396,1,4,1,1,4,13,3,4,2,3,11,3,3,2,3,6,2,3,0,2,5,2,2,0
10420,1,4,0,1,1,1,7,0,4,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
10421,0,0,0,1,2,3,2,1,0,2,3,2,1,0,2,4,2,1,1,2,4,2,1,1
10425,0,0,0,1,3,1,0,0,0,2,0,0,0,0,2,4,7,1,2,2,4,7,1,2
10426,1,0,1,1,6,12,5,5,2,2,4,1,2,0,4,1,5,1,1,3,1,5,1,1
10427,0,0,0,1,3,3,1,1,1,1,1,0,0,0,2,2,1,2,0,1,1,0,1,0
10428,0,0,0,1,6,4,6,3,3,4,3,4,2,2,6,6,11,4,7,4,4,7,3,5
10431,1,1,1,1,6,7,6,3,2,4,4,6,2,2,8,13,11,9,6,3,5,5,4,2
10438,0,0,0,1,1,2,2,2,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
10441,1,2,0,1,3,4,3,3,3,2,3,2,2,2,4,1,3,1,3,3,1,3,1,3
10447,1,0,2,1,1,0,1,0,1,1,0,1,0,1,1,3,3,1,1,1,3,3,1,1
10449,1,2,0,1,1,1,0,1,0,1,1,0,1,0,3,14,1,7,0,2,11,0,7,0
10464,0,0,0,1,2,6,0,2,0,1,1,0,0,0,4,4,3,2,2,2,1,1,0,0
10465,0,0,0,1,2,3,1,3,1,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0
10466,1,1,2,1,2,3,3,2,2,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
10479,1,1,0,1,2,1,6,1,1,1,0,3,0,0,3,6,3,4,1,0,0,0,0,0
10480,1,2,2,1,2,1,2,1,1,0,0,0,0,0,2,0,5,0,1,1,0,1,0,0
10505,1,1,2,1,2,0,4,0,0,2,0,4,0,0,1,1,0,0,0,0,0,0,0,0
10509,1,0,1,1,8,11,20,4,8,1,2,3,1,1,6,6,10,1,4,1,0,2,0,1
10511,1,1,1,1,1,0,2,0,1,1,0,2,0,1,2,2,0,1,0,2,2,0,1,0
10513,1,2,0,1,4,8,4,6,2,2,5,3,4,2,5,5,13,3,7,3,1,8,1,4
10514,1,0,1,1,5,6,4,2,2,2,4,2,1,1,5,5,7,3,4,3,2,3,2,1
10515,1,0,2,1,2,3,4,2,3,2,3,4,2,3,1,1,0,1,0,0,0,0,0,0
10516,1,2,0,1,8,15,5,5,2,3,8,3,2,1,7,8,5,0,1,2,2,3,0,1
10517,1,1,1,1,1,1,1,0,1,0,0,0,0,0,2,3,2,1,1,1,2,1,1,0
10520,1,1,1,1,3,0,5,0,2,2,0,3,0,1,2,1,4,0,2,2,1,4,0,2
10522,1,0,2,1,5,4,1,3,1,2,1,1,0,1,5,5,2,3,1,4,5,2,3,1
10523,0,0,0,0,5,5,6,2,2,3,2,1,0,0,2,0,1,0,0,2,0,1,0,0
10524,1,2,0,1,3,4,0,3,0,1,1,0,0,0,1,1,2,0,1,0,0,0,0,0
10525,1,1,0,1,5,1,6,1,4,1,0,1,0,1,6,8,5,6,4,1,0,1,0,1
10527,1,1,1,1,2,2,5,0,1,2,2,5,0,1,3,2,8,1,2,1,2,2,1,1
10530,0,0,0,1,4,1,3,1,2,2,1,2,1,1,1,2,2,1,0,0,0,0,0,0
10531,1,0,2,1,6,8,10,4,3,4,5,5,1,0,5,8,13,1,4,4,6,9,0,3
10532,0,0,0,1,6,1,10,1,4,4,0,7,0,3,7,11,18,8,9,4,6,9,4,5
10533,1,1,0,1,5,8,6,4,4,4,6,1,4,1,6,4,12,1,6,4,2,9,0,4
10534,1,1,1,1,5,3,8,2,5,4,2,7,2,4,8,16,3,8,1,5,11,1,5,1
10535,0,0,0,1,6,16,8,10,3,3,8,3,6,1,6,5,11,1,6,4,1,8,1,4
10536,1,1,1,1,8,7,14,2,11,5,4,11,0,9,5,6,7,1,2,4,5,6,1,2
10537,1,0,1,1,9,20,9,8,6,5,12,4,5,3,6,11,4,6,0,4,5,1,3,0
10538,1,2,0,1,6,11,12,3,5,3,3,3,1,2,4,10,4,6,3,2,6,3,4,2
10539,0,0,0,1,9,11,10,5,5,6,5,8,2,4,10,14,11,4,6,5,6,8,1,4
10540,1,2,0,1,11,25,15,13,4,6,13,5,9,1,9,11,19,3,11,4,2,11,0,6
10541,1,1,0,1,10,15,24,8,13,5,6,14,2,8,6,8,9,2,4,1,0,1,0,1
10542,0,0,0,1,10,10,15,3,9,5,7,4,2,2,7,6,12,4,6,3,1,6,0,3
10543,1,1,1,1,12,24,11,12,3,4,9,4,5,1,7,11,3,4,2,3,4,1,0,1
10546,1,0,1,1,6,6,8,4,3,3,2,2,2,2,6,7,4,5,2,3,3,2,3,1
10547,1,0,2,1,7,17,10,8,4,1,1,2,1,1,6,12,4,4,3,1,4,0,1,0
10548,1,1,0,1,5,6,13,3,5,1,2,2,1,1,7,7,9,5,6,1,0,2,0,2
10549,1,1,1,1,7,13,11,7,9,2,3,4,2,4,7,7,15,3,6,1,0,4,0,1
10550,1,1,1,1,7,12,12,4,5,1,2,0,1,0,7,8,12,3,6,1,1,3,0,3
10551,0,0,0,1,8,21,16,7,4,2,5,5,2,1,6,15,9,11,2,0,0,0,0,0
10552,1,0,2,1,6,15,11,6,5,1,3,2,1,1,8,9,14,4,7,1,2,2,1,1
10553,0,0,0,1,3,2,3,1,2,3,2,3,1,2,5,6,3,2,2,3,2,2,1,1
10554,0,0,0,1,7,11,6,9,3,4,4,4,3,2,2,3,2,3,1,2,3,2,3,1
10555,0,0,0,1,4,2,9,1,4,2,0,3,0,1,1,3,0,1,0,0,0,0,0,0
10556,1,2,0,1,3,3,6,1,1,2,2,4,1,1,2,0,1,0,1,2,0,1,0,1
10557,1,3,0,1,4,6,7,5,1,2,3,4,2,0,6,5,11,2,7,3,5,7,2,4
10559,0,0,0,1,4,8,4,5,2,3,4,4,2,2,4,5,3,3,1,3,5,3,3,1
10561,1,1,1,1,4,6,3,3,1,1,1,1,0,1,5,8,5,3,1,0,0,0,0,0
10562,1,1,0,1,5,6,6,4,3,2,3,0,2,0,5,5,4,2,0,3,3,3,0,0
10564,1,0,1,1,2,1,2,0,1,1,0,1,0,1,5,9,2,4,2,1,4,1,3,1
10565,1,0,1,1,4,6,10,4,3,0,0,0,0,0,2,3,4,2,2,1,2,0,1,0
10566,1,0,2,1,2,1,4,0,0,1,0,3,0,0,2,2,2,1,1,0,0,0,0,0
10568,1,1,0,1,2,4,2,2,0,0,0,0,0,0,3,4,4,1,0,3,4,4,1,0
10573,1,1,0,1,5,10,4,3,0,4,9,2,2,0,1,0,1,0,0,1,0,1,0,0
10577,1,1,0,1,8,16,9,6,2,3,4,3,3,0,7,11,9,5,3,2,6,1,3,1
10578,1,0,1,0,6,8,8,3,5,2,4,3,2,3,8,4,11,1,5,3,1,7,0,3
10580,0,0,0,1,6,9,8,3,4,2,2,3,0,2,6,8,10,3,2,3,2,4,1,1
10581,1,1,0,1,8,15,9,5,3,3,6,6,2,3,9,14,5,5,1,3,1,3,1,1
10582,1,0,1,1,9,10,17,4,8,3,4,6,3,2,7,7,11,1,2,1,1,0,0,0
10583,1,2,1,1,9,13,13,8,5,3,2,4,1,0,8,14,6,12,2,3,7,2,6,1
10584,0,0,0,1,11,13,18,5,6,4,5,6,2,3,7,11,10,3,2,2,5,2,1,0
10586,1,2,0,1,5,14,5,5,1,3,4,2,1,0,3,4,5,1,3,2,0,1,0,0
10587,0,0,0,1,1,2,0,1,0,1,2,0,1,0,4,2,7,2,2,2,0,2,0,1
10588,1,2,1,1,2,5,4,1,2,1,2,3,0,1,3,6,3,1,1,2,4,2,1,0
10589,0,0,0,1,1,2,0,1,0,1,2,0,1,0,1,3,3,3,0,1,3,3,3,0
10590,1,0,1,1,1,2,0,0,0,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0
10593,0,0,0,1,1,1,4,1,1,0,0,0,0,0,1,3,2,1,1,1,3,2,1,1
10595,0,0,0,1,4,2,6,0,3,2,1,4,0,2,2,5,0,2,0,1,1,0,0,0
10596,0,0,0,1,8,7,14,3,4,5,4,10,2,3,12,20,8,5,6,5,6,1,3,0
10599,0,0,0,1,9,11,14,4,9,4,6,6,1,4,13,25,8,9,5,5,13,2,5,1
10600,0,0,0,0,6,4,7,2,4,2,1,0,0,0,8,11,15,6,7,2,1,2,1,1
10601,1,0,2,1,13,18,13,5,8,4,3,5,1,2,12,15,17,6,6,5,9,5,3,0
10602,1,0,1,1,8,10,8,4,4,5,8,6,3,2,10,17,8,8,4,5,7,6,1,3
10604,0,0,0,0,9,8,14,4,6,3,2,8,2,3,7,7,11,5,2,4,2,9,2,2
10605,1,0,2,1,10,10,7,2,3,4,4,5,0,2,6,7,5,2,1,3,5,1,1,0
10608,1,0,1,1,9,7,11,2,5,3,4,3,1,0,10,17,14,6,3,4,5,8,2,2
10612,1,1,1,1,9,6,13,2,3,3,2,6,0,2,15,14,25,9,17,5,9,14,5,11
