比赛id,上半场是否有进球,主队上半场得分,客队上半场得分,是否推荐场次,主队近期比赛数,主队近期总得分,主队近期总失分,主队近期上半场总得分,主队近期上半场总失分,主队30天内比赛数,主队30天内总得分,主队30天内总失分,主队30天内上半场总得分,主队30天内上半场总失分,客队近期比赛数,客队近期总得分,客队近期总失分,客队近期上半场总得分,客队近期上半场总失分,客队30天内比赛数,客队30天内总得分,客队30天内总失分,客队30天内上半场总得分,客队30天内上半场总失分
27409,1,0,1,1,15,28,9,10,3,7,15,3,5,1,14,20,10,6,6,4,3,5,1,2
27410,1,1,1,1,9,11,18,6,8,3,4,4,3,3,10,10,13,5,6,3,3,4,1,3
27411,1,2,0,1,5,9,9,4,5,4,6,5,2,3,4,11,9,5,4,4,11,9,5,4
27412,1,3,1,1,5,10,3,6,2,4,8,3,5,2,5,8,4,3,3,4,5,3,2,2
27413,1,0,1,1,6,9,11,6,8,4,6,6,3,5,4,7,13,5,5,4,7,13,5,5
27415,1,0,1,1,5,9,5,5,2,4,5,2,3,0,5,11,8,4,2,4,8,7,3,2
27416,1,1,0,1,6,8,12,3,6,4,7,7,3,4,6,13,8,7,5,4,10,2,5,1
27417,1,1,2,1,6,8,9,5,7,3,3,3,2,3,7,9,9,4,6,3,3,3,2,2
27418,1,1,0,1,7,8,14,5,7,1,0,3,0,1,4,6,3,2,1,2,3,2,0,0
27419,1,1,0,1,8,10,8,7,5,3,5,2,3,2,6,5,8,3,2,3,4,5,2,2
27420,1,1,1,1,4,4,1,2,1,2,3,0,2,0,4,8,3,3,0,2,2,3,0,0
27421,1,2,1,1,5,4,12,2,6,2,3,4,1,2,6,12,6,5,4,4,9,6,4,4
27422,0,0,0,1,4,4,4,3,2,1,1,2,1,1,6,11,9,5,5,4,10,2,4,2
27423,0,0,0,1,5,6,9,3,5,3,1,7,1,4,4,7,6,3,4,1,0,0,0,0
27424,1,1,0,1,4,7,4,2,1,4,7,4,2,1,5,5,5,3,2,4,4,4,3,2
27425,1,1,0,1,7,7,5,2,3,4,5,5,0,3,4,6,6,3,5,4,6,6,3,5
27426,0,0,0,1,3,5,3,3,1,3,5,3,3,1,3,3,2,2,1,3,3,2,2,1
27427,0,0,0,1,3,1,1,1,1,3,1,1,1,1,5,5,4,2,2,4,5,4,2,2
27428,1,0,1,1,5,6,10,4,5,4,5,9,4,5,4,6,6,3,2,4,6,6,3,2
27429,0,0,0,1,4,4,5,3,3,4,4,5,3,3,4,4,3,3,0,4,4,3,3,0
27430,1,2,1,1,5,5,7,4,4,5,5,7,4,4,4,0,7,0,5,4,0,7,0,5
27431,1,2,0,1,3,9,4,8,1,3,9,4,8,1,5,5,6,2,3,3,5,5,2,2
27432,1,2,0,1,5,6,4,2,4,4,6,2,2,2,4,6,9,2,7,4,6,9,2,7
27433,0,0,0,1,9,9,7,5,2,3,2,2,1,1,8,9,5,5,2,5,5,3,2,2
27434,1,1,1,1,11,13,16,7,6,5,6,8,5,2,9,8,13,3,5,5,6,4,2,1
27435,1,3,0,1,8,10,10,4,5,5,6,7,1,4,12,14,16,8,8,5,4,7,2,2
27436,0,0,0,1,17,17,18,8,6,5,7,7,4,3,9,12,5,5,1,5,4,4,2,1
27437,1,3,2,1,12,17,16,7,7,4,4,9,2,4,10,9,11,4,6,5,5,3,2,2
27438,1,1,0,1,12,9,9,1,5,4,1,4,0,1,9,9,13,2,1,4,5,6,2,0
27439,1,1,0,1,10,13,24,5,7,5,10,9,4,3,8,5,9,4,2,5,4,2,4,0
27440,1,1,0,1,8,10,7,6,4,5,5,5,2,3,6,3,8,0,5,3,1,5,0,4
27441,1,1,1,1,10,20,13,8,5,4,9,5,4,1,10,15,5,4,4,5,7,2,3,2
27442,1,2,0,1,8,10,17,1,5,4,6,10,1,4,7,6,14,2,9,4,3,8,2,4
27443,1,1,1,1,11,25,6,8,5,4,5,3,3,2,11,17,12,7,7,5,12,6,5,5
27444,1,1,1,1,11,21,10,6,3,5,11,6,2,3,13,18,12,8,6,4,3,2,1,0
27445,0,0,0,1,9,5,15,0,5,5,4,7,0,2,11,11,18,5,5,4,3,9,0,2
27446,0,0,0,1,11,18,11,9,6,5,9,5,5,2,11,17,18,8,8,5,10,9,5,4
27447,0,0,0,1,8,4,9,2,2,3,0,2,0,1,14,16,27,8,14,5,6,12,4,7
27448,1,1,0,1,12,12,15,7,7,4,3,5,1,3,6,13,6,3,4,5,10,5,2,4
27449,1,0,1,1,10,11,14,2,6,4,5,5,1,4,14,12,14,8,4,5,6,7,3,2
27450,1,2,0,1,7,8,6,2,5,3,3,1,1,0,7,5,5,3,3,3,2,2,0,1
27451,0,0,0,1,10,12,15,6,8,5,7,8,4,2,7,8,5,4,0,4,4,3,1,0
27452,0,0,0,1,11,10,10,5,2,5,7,3,3,1,8,9,9,4,3,4,6,4,3,0
27453,1,1,0,0,11,14,16,7,5,4,5,5,3,0,15,14,17,7,9,5,7,5,5,2
27454,1,0,1,1,7,8,8,4,1,4,6,6,3,1,12,12,9,7,3,4,4,4,1,0
27455,0,0,0,0,9,8,10,3,5,4,7,5,2,1,8,7,14,4,9,4,1,3,0,1
27456,0,0,0,1,9,10,10,7,4,4,3,6,3,2,11,10,11,1,7,5,6,7,1,4
27457,1,1,1,1,10,13,5,4,3,4,7,3,2,2,10,23,7,10,4,4,9,1,3,0
27458,1,1,0,1,8,10,9,5,2,5,5,5,2,1,13,14,26,8,9,4,6,10,3,5
27459,1,1,0,1,13,14,14,7,5,3,5,5,2,3,12,8,25,2,11,2,1,3,0,1
27460,1,1,0,1,10,9,15,5,9,2,3,1,2,1,9,6,17,3,8,2,0,5,0,1
27461,1,2,1,1,10,14,17,7,4,2,0,3,0,0,10,6,16,4,7,3,1,3,1,2
27462,0,0,0,0,11,19,16,8,7,2,2,5,2,2,8,10,8,6,8,2,5,0,2,0
27463,1,1,0,1,13,27,13,13,5,2,1,3,0,0,10,10,20,4,12,2,0,6,0,4
27464,1,2,0,1,12,20,8,8,3,3,5,1,2,0,10,13,29,7,14,2,2,5,2,2
27465,1,1,1,1,13,18,30,6,16,2,5,8,1,5,17,26,31,11,19,3,8,1,3,0
27466,1,0,1,1,15,30,14,16,4,3,6,6,2,3,14,54,7,29,3,4,15,3,7,1
27467,1,1,1,1,11,12,13,7,6,4,3,5,0,0,11,9,8,8,2,4,4,0,3,0
27468,0,0,0,1,7,6,7,0,4,4,2,4,0,2,5,4,8,1,3,3,3,2,1,0
27469,0,0,0,1,8,5,11,2,4,3,3,2,2,1,10,11,16,4,5,4,7,3,2,0
27470,1,1,0,1,9,15,12,6,2,3,6,4,2,0,9,8,3,4,1,4,2,1,1,1
27471,1,1,2,1,9,11,10,4,4,3,6,5,2,3,9,9,22,4,6,3,1,11,0,4
27472,0,0,0,1,8,10,15,4,7,5,7,7,3,2,9,9,18,3,8,4,4,10,2,3
27473,1,1,1,1,15,21,24,13,4,4,7,8,4,0,12,14,21,7,8,4,5,13,3,5
27474,0,0,0,1,11,9,15,3,7,4,5,6,2,3,9,4,16,1,8,3,1,8,0,5
27475,1,2,0,1,9,8,11,3,4,4,6,7,2,2,11,10,15,7,4,4,2,6,1,3
27476,1,0,1,1,7,7,12,3,8,3,4,7,2,5,8,11,10,6,2,4,6,2,3,1
27477,1,1,0,1,11,16,10,7,5,4,5,3,3,1,8,10,6,3,3,4,6,2,1,1
27478,1,0,1,1,10,17,5,7,1,4,9,1,3,0,8,17,13,10,6,5,8,11,4,5
27479,1,1,0,1,10,9,13,6,6,4,3,2,1,1,11,14,10,6,6,4,5,7,3,4
27480,1,1,0,1,7,12,3,7,3,2,3,2,2,2,9,15,12,7,5,4,7,8,3,4
27481,0,0,0,1,8,8,6,3,5,4,5,2,3,2,5,4,7,0,7,3,2,6,0,6
27482,0,0,0,1,9,7,14,2,3,4,2,7,1,2,9,8,9,2,5,5,5,5,1,2
27483,1,1,1,1,8,14,11,7,7,3,6,4,2,3,11,12,20,5,10,4,6,5,2,2
27484,1,0,1,1,11,10,11,3,2,4,3,2,1,0,9,14,6,6,2,4,6,4,2,1
27485,0,0,0,1,12,24,15,6,7,4,3,3,0,0,11,19,6,8,4,4,7,2,3,2
27486,1,2,0,1,10,10,11,2,3,4,2,5,0,1,8,6,18,2,10,3,3,6,1,3
27487,1,1,3,1,5,7,7,3,5,3,4,3,2,2,11,6,17,2,9,4,2,4,0,2
27488,0,0,0,1,10,12,11,7,3,4,4,4,1,2,10,10,10,6,2,4,5,5,2,1
27489,1,0,1,1,9,15,7,7,2,4,5,5,4,1,7,9,9,3,5,4,6,4,2,2
27490,0,0,0,1,7,9,6,2,4,4,6,3,1,2,7,5,5,5,1,4,3,3,3,1
27491,0,0,0,1,11,9,12,4,3,3,1,0,1,0,8,13,11,6,5,4,9,4,4,2
27492,0,0,0,1,9,9,9,7,6,4,3,5,3,3,6,3,12,1,3,3,1,7,1,2
27493,1,0,3,1,9,4,17,2,9,4,1,9,1,4,10,13,9,7,3,5,9,4,5,1
27494,1,1,2,1,13,26,25,10,13,5,10,9,4,6,8,7,12,5,6,4,2,7,1,3
27495,1,2,0,1,10,9,15,4,5,4,3,2,3,0,6,13,7,7,2,4,8,6,3,2
27496,1,0,1,1,10,12,12,4,7,4,3,3,1,1,9,7,13,1,7,4,3,4,1,1
27497,0,0,0,1,5,10,9,5,5,4,10,7,5,4,7,12,9,9,2,3,7,6,7,2
27498,0,0,0,1,9,12,12,7,5,5,6,10,5,4,9,9,16,3,7,4,3,7,0,3
27499,1,0,1,1,9,6,4,4,3,2,3,0,1,0,6,6,7,2,4,4,4,7,2,4
27500,1,1,1,1,8,9,8,5,4,5,5,6,3,2,8,13,15,6,7,3,3,7,2,4
27501,0,0,0,1,7,11,5,4,3,4,7,3,2,1,6,9,5,3,3,4,6,4,1,2
27502,1,1,0,1,9,33,4,12,2,4,14,1,6,1,9,9,5,3,3,4,5,2,3,2
27503,0,0,0,1,6,7,10,2,6,2,1,2,1,1,8,8,8,6,3,4,5,2,4,1
27504,1,1,0,1,10,13,10,3,6,4,7,4,2,3,7,10,10,4,5,4,7,5,3,2
27505,1,2,0,0,8,10,5,6,4,3,5,2,3,2,8,12,10,7,6,3,6,3,5,2
27506,0,0,0,1,8,14,14,4,6,4,7,8,2,3,10,15,15,8,6,4,4,3,1,1
27507,0,0,0,1,8,8,10,3,3,4,2,7,1,3,5,7,7,4,2,2,4,4,2,2
27508,1,2,0,1,12,14,6,7,2,3,3,1,2,1,11,9,18,1,8,3,3,2,0,1
27509,0,0,0,1,7,5,7,2,3,4,4,5,1,2,8,11,11,5,6,3,4,5,2,4
27510,1,1,1,1,13,20,13,7,5,4,6,6,2,3,9,18,9,4,3,3,7,5,1,1
27511,0,0,0,1,9,10,9,6,3,2,3,3,3,2,10,9,11,5,6,4,2,5,0,3
27512,0,0,0,1,2,1,3,0,1,2,1,3,0,1,3,5,5,1,1,3,5,5,1,1
27513,0,0,0,0,3,9,3,3,2,3,9,3,3,2,2,5,3,1,2,2,5,3,1,2
27514,1,1,0,1,3,5,1,3,0,3,5,1,3,0,3,5,2,2,1,3,5,2,2,1
27515,1,1,0,1,3,5,6,2,5,3,5,6,2,5,3,3,6,1,1,2,3,5,1,1
27516,1,2,0,1,4,5,7,1,3,3,4,7,1,3,3,3,8,2,2,3,3,8,2,2
27517,0,0,0,1,4,2,8,1,4,4,2,8,1,4,3,10,4,4,3,3,10,4,4,3
27518,1,1,0,1,1,3,0,1,0,1,3,0,1,0,3,4,4,3,1,3,4,4,3,1
27519,0,0,0,1,3,3,4,1,1,3,3,4,1,1,3,4,5,1,3,3,4,5,1,3
27520,0,0,0,1,3,5,3,3,0,3,5,3,3,0,3,3,2,1,1,3,3,2,1,1
27521,1,0,2,1,3,3,1,0,0,3,3,1,0,0,3,7,2,2,1,3,7,2,2,1
27522,0,0,0,1,3,5,7,1,2,3,5,7,1,2,3,1,5,0,1,3,1,5,0,1
27523,1,1,0,1,3,3,1,1,0,3,3,1,1,0,4,13,2,4,0,4,13,2,4,0
27524,1,0,1,1,1,3,1,3,0,1,3,1,3,0,1,3,1,3,1,1,3,1,3,1
27525,1,1,1,1,1,4,2,0,2,1,4,2,0,2,1,2,0,1,0,1,2,0,1,0
27526,1,1,0,1,1,0,2,0,1,1,0,2,0,1,2,4,4,2,3,2,4,4,2,3
27531,0,0,0,1,11,7,7,2,5,4,2,3,0,3,13,8,10,3,6,6,3,6,1,5
27532,1,1,0,0,9,8,10,4,1,4,3,7,1,0,7,6,5,2,2,4,2,3,1,1
27533,1,1,0,1,9,12,7,4,2,4,4,2,2,1,10,9,7,3,3,3,4,1,1,1
27534,1,0,1,0,8,9,10,5,3,4,4,5,2,2,13,18,15,6,2,4,9,3,3,0
27535,1,2,0,1,7,7,12,3,3,4,5,7,3,2,8,7,9,3,3,4,3,3,1,0
27536,1,1,0,1,3,6,7,2,4,3,6,7,2,4,6,4,4,1,2,4,4,3,1,2
27537,1,0,1,1,4,4,8,2,4,4,4,8,2,4,7,9,5,3,4,4,8,1,3,1
27538,0,0,0,1,4,6,4,4,2,3,5,4,4,2,4,5,3,3,1,3,4,2,2,1
27539,1,1,1,1,4,7,7,2,5,4,7,7,2,5,5,5,7,1,3,4,4,7,1,3
27540,1,1,0,1,4,4,5,2,1,4,4,5,2,1,5,8,10,4,4,4,6,9,4,4
27541,1,2,1,1,7,10,6,4,1,3,9,3,3,1,4,6,5,4,2,4,6,5,4,2
27542,1,0,1,1,4,6,9,3,5,4,6,9,3,5,4,10,5,3,2,4,10,5,3,2
27543,1,1,2,1,7,13,10,5,7,4,9,7,5,4,5,4,6,3,1,4,4,5,3,1
27544,1,0,1,1,1,3,1,1,0,1,3,1,1,0,1,3,1,3,1,1,3,1,3,1
27545,1,0,1,1,10,18,15,6,9,4,8,7,2,4,8,15,5,7,2,4,8,3,5,2
27546,0,0,0,0,8,12,8,8,4,4,8,6,6,2,9,9,11,5,6,4,3,5,2,2
27546,0,0,0,0,8,12,8,8,4,4,8,6,6,2,9,9,11,5,6,4,3,5,2,2
27547,1,2,0,1,7,9,8,4,4,4,6,5,3,3,8,5,22,3,11,4,4,14,2,6
27548,1,2,0,1,7,5,11,4,4,4,1,7,1,2,6,7,9,1,4,4,3,4,0,1
27549,1,0,3,1,8,6,15,5,8,5,4,13,4,7,7,13,12,5,3,4,7,8,3,3
27550,1,2,0,1,8,5,4,4,3,4,2,2,1,2,9,23,13,8,4,4,8,5,2,1
27551,1,1,1,1,6,2,4,1,1,4,1,3,1,1,9,19,20,10,7,5,14,8,7,3
27552,0,0,0,1,8,9,7,3,3,4,3,4,1,0,6,6,1,2,1,4,2,0,1,0
27553,0,0,0,0,8,6,9,2,4,4,3,0,0,0,8,11,13,3,10,4,6,5,1,5
27553,0,0,0,0,8,6,9,2,4,4,3,0,0,0,8,11,13,3,10,4,6,5,1,5
27554,0,0,0,1,9,12,8,3,4,4,6,3,1,3,7,8,3,5,1,4,5,2,5,0
27555,1,1,0,0,9,10,7,4,2,4,6,4,2,1,9,9,14,2,6,4,2,6,1,3
27556,0,0,0,1,7,4,8,1,5,4,3,4,1,2,9,19,5,12,3,4,7,2,5,1
27557,1,2,0,0,8,6,6,3,0,4,3,2,0,0,8,10,7,3,4,4,3,7,1,4
27558,0,0,0,1,9,21,10,7,3,4,5,6,3,1,7,4,12,2,6,4,2,6,1,3
27559,0,0,0,0,10,16,9,9,4,4,7,2,3,1,7,11,8,7,3,4,6,3,3,1
27560,1,0,1,1,8,9,11,5,3,4,2,6,1,3,7,11,13,5,7,4,5,7,2,5
27561,0,0,0,0,7,5,7,3,2,4,1,0,0,0,8,6,9,4,2,4,3,3,2,0
27562,1,3,1,1,6,10,11,5,6,2,5,2,4,1,15,14,26,8,11,4,5,6,3,3
27564,1,1,1,1,12,25,16,12,9,5,7,9,2,5,10,22,7,10,2,5,11,3,5,2
27565,1,1,1,1,8,7,16,1,7,3,6,9,1,4,5,6,9,4,6,3,2,5,0,3
27566,1,0,1,1,16,22,20,11,12,4,7,8,2,5,14,34,26,15,11,5,13,8,7,3
27569,1,1,0,1,7,15,13,10,8,1,2,3,2,2,4,3,8,0,5,1,0,2,0,0
27570,1,1,1,1,17,21,22,9,9,4,10,5,3,3,8,9,7,6,2,4,5,3,4,1
27571,1,2,2,1,7,16,6,8,1,3,10,1,6,0,10,17,12,9,4,3,5,2,2,0
27572,1,0,2,1,8,9,13,3,1,2,4,5,1,0,10,24,3,11,1,4,12,1,6,0
27573,1,2,1,1,10,19,16,6,7,4,8,3,3,1,8,18,2,9,0,5,15,2,9,0
27574,1,2,1,1,8,13,27,7,13,4,7,9,3,4,13,26,16,12,9,5,6,6,2,4
27575,0,0,0,1,9,8,9,4,4,5,4,3,1,1,12,19,18,10,8,6,12,11,6,5
27577,1,0,1,1,7,6,10,3,5,3,2,2,1,0,6,3,14,1,7,1,0,2,0,0
27582,0,0,0,1,5,5,5,2,2,0,0,0,0,0,8,7,8,2,5,1,1,0,1,0
27583,0,0,0,1,6,6,5,2,3,2,2,0,1,0,8,10,4,7,4,2,2,0,1,0
27584,1,0,1,1,5,4,6,3,2,5,4,6,3,2,5,4,4,0,3,4,2,4,0,3
27585,0,0,0,1,5,9,7,4,2,4,8,6,4,1,4,3,4,1,2,4,3,4,1,2
27586,1,1,2,1,6,2,12,1,3,4,1,7,0,1,5,4,8,2,3,3,3,4,1,2
27587,1,1,2,1,7,10,9,6,3,4,3,3,1,2,6,7,7,4,3,5,7,6,4,2
27591,1,2,0,1,7,8,17,5,7,4,4,15,4,6,7,10,8,6,2,4,8,5,5,0
27592,1,1,1,1,6,7,7,4,3,4,3,3,3,1,8,12,13,7,3,4,5,7,3,2
27593,1,1,0,1,8,10,11,2,7,3,3,4,1,1,9,9,16,5,5,4,3,5,3,2
27594,1,1,0,1,7,10,7,3,4,3,6,4,3,2,5,4,11,3,4,3,1,7,1,3
27595,0,0,0,1,6,11,8,8,3,4,7,6,4,3,8,5,11,2,5,4,3,3,1,3
27596,0,0,0,1,7,10,16,5,4,5,7,12,4,2,6,6,9,2,4,5,5,7,2,3
27597,1,0,2,1,6,8,8,3,2,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0
27598,0,0,0,1,4,11,4,5,2,1,2,0,1,0,5,16,3,7,2,1,6,0,3,0
27605,0,0,0,1,8,8,17,3,10,4,4,6,1,5,7,6,12,3,5,4,4,5,2,2
27606,0,0,0,1,6,5,11,4,5,4,4,3,3,2,9,8,16,4,6,4,3,4,2,1
27607,1,0,1,0,7,11,17,4,9,4,8,7,3,5,8,15,8,8,5,4,10,3,6,3
27607,1,0,1,0,7,11,17,4,9,4,8,7,3,5,8,15,8,8,5,4,10,3,6,3
27609,1,2,1,1,4,8,5,2,3,1,1,3,0,3,5,3,10,1,5,1,1,5,0,3
27610,0,0,0,1,3,7,2,3,0,0,0,0,0,0,4,9,3,5,2,2,6,2,3,1
27611,1,1,0,1,1,1,1,1,0,0,0,0,0,0,3,4,2,1,1,0,0,0,0,0
27616,1,1,1,1,1,1,0,1,0,1,1,0,1,0,3,1,13,0,4,2,1,10,0,4
27618,1,1,0,1,19,25,15,9,6,6,11,5,3,3,9,10,11,2,6,4,5,3,2,0
27619,1,0,1,1,16,22,21,5,8,5,6,7,1,3,11,7,17,1,9,4,4,9,1,5
27620,1,1,0,1,6,8,8,5,2,2,2,5,1,1,11,26,30,8,13,3,5,5,1,2
27621,1,1,0,1,18,29,21,15,9,6,9,6,3,3,15,26,13,11,10,8,12,9,7,8
27622,0,0,0,1,15,21,23,9,11,8,15,13,7,9,18,25,21,9,8,7,9,7,4,2
27623,1,0,1,1,13,20,14,8,5,5,5,4,1,2,14,14,23,6,11,5,4,10,2,6
27624,1,1,0,1,10,12,13,8,6,5,9,7,5,4,11,12,15,7,8,5,7,7,2,5
27625,0,0,0,1,3,3,6,3,2,2,2,4,2,1,2,1,3,0,2,2,1,3,0,2
27626,1,1,1,1,2,1,2,0,2,2,1,2,0,2,3,3,2,2,1,3,3,2,2,1
27627,1,1,1,1,5,4,8,2,3,2,2,3,2,1,1,2,2,1,1,1,2,2,1,1
27628,1,1,0,1,3,2,4,0,1,3,2,4,0,1,1,1,4,1,2,1,1,4,1,2
27629,1,2,1,1,4,9,7,2,2,3,7,5,2,2,4,8,6,5,3,4,8,6,5,3
27630,1,2,0,1,3,5,1,4,1,3,5,1,4,1,3,3,1,1,1,2,2,1,0,1
27631,1,1,0,1,4,8,2,5,1,2,6,1,4,0,2,1,5,1,2,2,1,5,1,2
27632,1,1,1,1,3,1,7,0,3,2,0,5,0,2,1,0,4,0,3,1,0,4,0,3
27633,1,1,0,1,2,3,5,2,3,2,3,5,2,3,5,7,6,2,3,2,5,3,2,2
27634,1,1,0,1,5,5,4,3,3,2,1,2,0,2,4,6,5,4,3,3,4,5,3,3
27635,1,1,0,1,3,2,6,2,2,1,1,1,1,1,1,2,5,2,2,0,0,0,0,0
27636,1,0,1,1,6,6,20,3,11,1,0,3,0,2,6,14,16,7,8,0,0,0,0,0
27637,1,1,0,1,4,9,9,4,3,2,5,5,2,2,5,16,11,8,8,1,6,4,2,3
27638,1,1,0,1,6,12,10,5,3,0,0,0,0,0,4,14,5,7,2,1,4,2,1,2
27639,1,1,1,1,1,1,2,0,1,0,0,0,0,0,3,3,2,1,2,0,0,0,0,0
27640,1,2,0,1,5,8,7,6,2,3,3,4,2,1,4,1,7,0,4,2,1,1,0,1
27641,1,0,2,1,2,3,3,0,1,1,0,1,0,0,1,2,3,1,2,1,2,3,1,2
27642,1,2,1,1,3,3,2,1,2,2,1,2,0,2,5,7,5,4,2,3,5,2,3,1
27643,1,1,1,1,2,3,2,3,0,1,2,1,2,0,1,0,0,0,0,1,0,0,0,0
27644,0,0,0,1,1,0,2,0,1,1,0,2,0,1,4,2,6,0,4,0,0,0,0,0
27645,1,0,1,1,5,4,7,4,3,3,1,2,1,2,6,3,16,2,8,4,3,7,2,2
27646,0,0,0,1,5,3,3,1,1,3,1,0,0,0,7,6,10,5,8,4,3,4,3,3
27647,0,0,0,1,8,14,7,7,2,4,5,4,2,1,6,6,13,3,6,3,1,10,0,5
27648,1,0,1,1,1,5,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
27649,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,0,3,0,2,0,0,0,0,0
27652,1,1,0,1,4,3,8,3,3,3,3,3,3,1,2,1,10,1,4,2,1,10,1,4
27653,1,1,0,0,2,2,7,1,3,2,2,7,1,3,1,3,0,1,0,1,3,0,1,0
27654,1,0,3,1,2,1,1,0,1,2,1,1,0,1,2,2,4,2,2,2,2,4,2,2
27655,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,5,2,2,1,1,5,2,2,1
27657,1,1,1,1,2,3,2,2,1,2,3,2,2,1,3,5,2,2,1,3,5,2,2,1
27658,1,1,0,1,3,3,4,3,2,1,2,2,2,0,7,10,9,6,2,1,1,1,1,0
27659,1,0,1,1,7,6,6,1,4,1,2,2,0,2,1,1,1,0,1,1,1,1,0,1
27660,0,0,0,1,2,2,1,1,1,2,2,1,1,1,2,2,3,0,2,2,2,3,0,2
27661,1,0,1,1,2,3,5,1,3,2,3,5,1,3,2,3,3,1,0,2,3,3,1,0
27662,1,2,0,1,2,2,1,1,0,2,2,1,1,0,2,3,3,3,1,2,3,3,3,1
27663,1,0,1,1,2,3,0,3,0,0,0,0,0,0,8,13,10,6,2,0,0,0,0,0
27664,1,0,1,1,2,1,10,1,6,0,0,0,0,0,3,3,2,1,1,1,1,0,1,0
27667,1,0,2,1,3,6,3,2,2,1,1,2,1,2,3,9,2,4,1,1,2,1,1,0
27670,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,2,0,1,1,0,2,0,1
27672,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1
27673,1,1,0,1,3,2,5,2,2,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0
27675,1,1,0,1,5,10,9,4,2,1,3,0,1,0,4,7,5,1,1,2,6,2,0,0
27676,1,0,3,1,3,2,11,0,7,1,1,5,0,2,1,1,2,0,1,0,0,0,0,0
27677,1,1,0,1,5,6,3,4,2,2,2,0,0,0,4,6,6,4,4,1,2,0,1,0
27678,1,1,0,1,2,3,2,2,1,2,3,2,2,1,3,8,3,2,1,2,7,3,2,1
27679,0,0,0,1,2,3,2,3,1,1,0,2,0,1,1,0,0,0,0,1,0,0,0,0
27680,1,1,0,1,6,18,7,10,5,2,4,5,1,3,3,3,8,1,2,1,2,2,1,1
27681,1,3,0,1,6,11,4,4,4,3,9,1,4,1,2,2,5,1,3,2,2,5,1,3
27682,1,3,0,1,7,14,8,6,3,1,2,0,2,0,7,3,18,1,9,2,0,5,0,5
27683,1,1,2,1,6,2,13,2,7,2,1,6,1,4,8,8,16,4,8,2,2,2,2,1
27684,0,0,0,0,6,11,10,3,5,2,2,3,1,3,9,14,7,2,3,2,3,2,0,0
27687,0,0,0,1,5,8,4,1,1,2,5,0,0,0,3,5,1,2,1,2,4,0,2,0
27688,1,1,0,1,4,7,5,6,1,3,5,4,4,1,3,3,13,2,4,2,3,6,2,2
27689,0,0,0,1,3,11,2,8,1,2,11,2,8,1,3,3,2,1,1,2,2,2,0,1
27690,1,1,0,1,3,2,2,1,0,1,0,0,0,0,2,5,1,1,1,1,2,0,1,0
27691,1,2,0,1,4,4,4,1,2,3,4,3,1,2,2,0,4,0,4,1,0,1,0,1
27695,1,1,1,1,3,9,6,3,3,2,7,5,2,2,3,11,4,5,2,2,9,3,4,1
27696,0,0,0,1,9,13,9,9,3,4,6,5,4,2,6,15,8,7,4,4,11,4,4,3
27697,1,0,1,1,11,12,15,7,8,5,7,7,2,5,10,12,13,8,6,5,9,7,5,4
27698,1,0,1,1,1,0,3,0,1,1,0,3,0,1,3,3,5,1,2,3,3,5,1,2
27699,0,0,0,0,2,3,1,1,0,2,3,1,1,0,3,3,4,1,2,3,3,4,1,2
27700,1,0,1,1,4,2,12,0,6,4,2,12,0,6,4,12,4,5,1,4,12,4,5,1
27701,1,0,1,1,4,4,7,1,1,4,4,7,1,1,4,5,11,3,3,4,5,11,3,3
27702,0,0,0,1,3,6,8,4,4,3,6,8,4,4,4,7,6,3,4,4,7,6,3,4
27703,1,2,1,1,4,6,8,3,5,4,6,8,3,5,4,7,10,3,3,4,7,10,3,3
27704,0,0,0,1,1,1,5,0,2,1,1,5,0,2,3,2,7,1,4,1,0,1,0,1
27705,1,0,1,1,7,7,10,2,2,2,1,2,0,0,4,3,7,0,7,2,0,3,0,3
27706,1,1,2,1,3,3,5,1,2,2,1,2,0,1,2,4,4,2,2,1,3,2,1,0
27707,1,2,0,1,6,11,6,6,2,1,1,1,0,0,5,10,4,4,0,2,6,1,2,0
27708,1,1,0,1,4,3,4,1,1,2,1,2,0,0,3,3,5,1,2,2,2,3,1,1
27709,1,0,2,1,8,8,16,4,6,2,2,2,0,1,4,11,3,7,1,0,0,0,0,0
27711,1,0,1,1,2,4,5,2,0,2,4,5,2,0,3,9,7,3,2,3,9,7,3,2
27712,1,1,2,1,2,0,9,0,3,2,0,9,0,3,3,4,8,1,8,2,2,6,0,6
27713,1,1,2,1,5,4,9,4,4,3,3,8,3,4,5,8,6,4,4,4,5,5,3,3
27714,1,0,1,1,4,5,0,3,0,2,4,0,2,0,4,5,6,3,3,2,3,3,1,2
27715,1,1,0,1,5,18,4,9,1,4,18,1,9,0,5,6,10,3,5,3,4,9,2,5
27716,1,1,1,1,2,5,3,3,1,2,5,3,3,1,5,16,5,13,1,3,7,2,7,0
27717,0,0,0,1,6,11,11,4,3,3,5,5,4,1,5,4,16,2,8,3,2,10,1,4
